measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2006-11-01,,,,34.697,609.0,609.0
2006-12-01,,,,38.444,675.0,675.0
2007-01-01,8.942,181.0,181.0,,,
2007-02-01,51.055,1047.0,1047.0,,,
2007-03-01,36.224000000000004,743.0,743.0,,,
2007-04-01,2.418,47.0,47.0,,,
2007-05-01,8.639000000000001,176.0,176.0,,,
2007-06-01,17.673000000000002,363.0,363.0,,,
2007-07-01,14.827,304.0,304.0,,,
2007-08-01,36.805,755.0,755.0,,,
2007-09-01,5.222,105.0,105.0,,,
2007-10-01,19.266000000000002,398.0,398.0,,,
2007-11-01,7.069,146.0,146.0,,,
2007-12-01,10.86,222.0,222.0,,,
2008-01-01,,,,27.044,627.0,627.0
2008-02-01,,,,7.198,163.0,163.0
2008-03-01,,,,6.165,139.0,139.0
2008-04-01,,,,18.906000000000002,436.0,436.0
2008-05-01,,,,3.378,76.0,76.0
2008-06-01,,,,16.864,389.0,389.0
2008-07-01,,,,15.637,360.0,360.0
2008-08-01,,,,8.453000000000001,192.0,192.0
2008-09-01,,,,35.819,819.0,819.0
2008-10-01,,,,2.126,46.0,46.0
2008-11-01,,,,1.588,35.0,35.0
2008-12-01,,,,26.822000000000003,616.0,616.0
2009-01-01,27.766000000000002,639.0,639.0,0.0,0.0,0.0
2009-02-01,22.561,517.0,517.0,0.0,0.0,0.0
2009-03-01,9.254,209.0,209.0,0.0,0.0,0.0
2009-04-01,10.08,232.0,232.0,0.0,0.0,0.0
2009-05-01,12.329,285.0,285.0,0.0,0.0,0.0
2009-06-01,8.677,198.0,198.0,0.0,0.0,0.0
2009-07-01,8.118,186.0,186.0,0.0,0.0,0.0
2009-08-01,13.045,296.0,296.0,0.0,0.0,0.0
2009-09-01,4.519,105.0,105.0,0.0,0.0,0.0
2009-10-01,2.089,46.0,46.0,0.0,0.0,0.0
2009-11-01,0.74,17.0,17.0,0.0,0.0,0.0
2009-12-01,0.8220000000000001,17.0,17.0,0.0,0.0,0.0
2010-01-01,,,,-11.902000000000001,430.0,430.0
2010-02-01,,,,-7.757000000000001,273.0,273.0
2010-03-01,,,,-0.445,17.0,17.0
2010-04-01,,,,-0.897,29.0,29.0
2010-05-01,,,,-3.177,110.0,110.0
2010-06-01,,,,-2.849,99.0,99.0
2010-07-01,,,,-4.632000000000001,163.0,163.0
2010-08-01,,,,-4.516,157.0,157.0
2010-09-01,,,,-4.429,157.0,157.0
2010-10-01,,,,-1.732,64.0,64.0
2010-11-01,,,,-1.52,52.0,52.0
2010-12-01,,,,-21.144000000000002,744.0,744.0
2011-01-01,,,,-0.998,408.0,408.0
2011-02-01,,,,-0.12,51.0,51.0
2011-03-01,,,,-0.128,51.0,51.0
2011-04-01,,,,-0.231,96.0,96.0
2011-05-01,,,,-0.171,68.0,68.0
2011-06-01,,,,-0.428,176.0,176.0
2011-07-01,,,,-0.46,187.0,187.0
2011-08-01,,,,-0.144,57.0,57.0
2011-09-01,,,,-0.061,23.0,23.0
2011-10-01,,,,-0.019,6.0,6.0
2011-11-01,,,,-0.06,23.0,23.0
2011-12-01,,,,-0.18,74.0,74.0
2012-01-01,,,,2.837,171.0,171.0
2012-02-01,,,,0.608,34.0,34.0
2012-03-01,,,,0.144,6.0,6.0
2012-04-01,,,,1.879,114.0,114.0
2012-05-01,,,,1.404,85.0,85.0
2012-06-01,,,,3.582,211.0,211.0
2012-07-01,,,,4.565,273.0,273.0
2012-08-01,,,,1.65,97.0,97.0
2012-09-01,,,,1.161,68.0,68.0
2012-10-01,,,,1.049,63.0,63.0
2012-11-01,,,,1.002,57.0,57.0
2012-12-01,,,,1.119,68.0,68.0
2013-01-01,,,,31.912,894.0,894.0
2013-02-01,,,,4.616,134.0,134.0
2013-03-01,,,,6.087,174.0,174.0
2013-04-01,,,,2.948,81.0,81.0
2013-05-01,,,,5.492,157.0,157.0
2013-06-01,,,,2.991,87.0,87.0
2013-07-01,,,,26.901,767.0,767.0
2013-08-01,,,,4.41,128.0,128.0
2013-09-01,,,,9.71,279.0,279.0
2013-10-01,,,,1.379,41.0,41.0
2013-11-01,,,,0.99,29.0,29.0
2013-12-01,,,,5.564,157.0,157.0
2014-01-01,,,,651.624,8828.0,8828.0
2014-02-01,,,,81.971,1109.0,1109.0
2014-03-01,,,,148.608,2013.0,2013.0
2014-04-01,,,,7.527,100.0,100.0
2014-05-01,,,,3.596,47.0,47.0
2014-06-01,,,,11.082,153.0,153.0
2014-07-01,,,,19.677,264.0,264.0
2014-08-01,,,,18.478,252.0,252.0
2014-09-01,,,,4.261,59.0,59.0
2014-10-01,,,,0.191,0.0,0.0
2014-11-01,,,,0.069,0.0,0.0
2014-12-01,,,,15.916,217.0,217.0
2015-01-01,,,,12.375,299.0,299.0
2015-02-01,,,,33.303,809.0,809.0
2015-03-01,,,,3.789,94.0,94.0
2015-04-01,,,,3.073,76.0,76.0
2015-05-01,,,,4.414,105.0,105.0
2015-06-01,,,,5.789,141.0,141.0
2015-07-01,,,,6.772,164.0,164.0
2015-08-01,,,,4.536,111.0,111.0
2015-09-01,,,,2.539,59.0,59.0
2015-10-01,,,,2.768,64.0,64.0
2015-11-01,,,,6.532,158.0,158.0
2015-12-01,,,,3.11,76.0,76.0
2016-01-01,,,,10.244,215.0,215.0
2016-02-01,,,,5.136,105.0,105.0
2016-03-01,,,,2.756,58.0,58.0
2016-04-01,,,,2.829,58.0,58.0
2016-05-01,,,,2.948,64.0,64.0
2016-06-01,,,,4.621,99.0,99.0
2016-07-01,,,,8.854,186.0,186.0
2016-08-01,,,,7.366,151.0,151.0
2016-09-01,,,,2.608,52.0,52.0
2016-10-01,,,,3.144,64.0,64.0
2016-11-01,,,,3.363,70.0,70.0
2016-12-01,,,,3.131,64.0,64.0
2017-01-01,,,,0.0,0.0,0.0
2017-02-01,,,,0.0,0.0,0.0
2017-03-01,,,,0.0,0.0,0.0
2017-04-01,,,,0.0,0.0,0.0
2017-05-01,,,,0.0,0.0,0.0
2017-06-01,,,,0.0,0.0,0.0
2017-07-01,,,,0.0,0.0,0.0
2017-08-01,,,,0.0,0.0,0.0
2017-09-01,,,,0.0,0.0,0.0
2017-10-01,,,,0.0,0.0,0.0
2017-11-01,,,,0.0,0.0,0.0
2017-12-01,,,,129.0,58.0,58.0
2018-01-01,,,,3.109,608.0,608.0
2018-02-01,,,,0.298,58.0,58.0
2018-03-01,,,,0.336,64.0,64.0
2018-04-01,,,,0.383,76.0,76.0
2018-05-01,,,,0.548,105.0,105.0
2018-06-01,,,,0.464,88.0,88.0
2018-07-01,,,,0.333,64.0,64.0
2018-08-01,,,,0.486,94.0,94.0
2018-09-01,,,,0.555,105.0,105.0
2018-10-01,,,,0.468,94.0,94.0
2018-11-01,,,,0.449,88.0,88.0
2018-12-01,,,,0.571,111.0,111.0
2019-01-01,,,,19.404,401.0,401.0
2019-02-01,,,,8.494,180.0,180.0
2019-03-01,,,,15.564,325.0,325.0
2019-04-01,,,,10.525,221.0,221.0
2019-05-01,,,,11.059,232.0,232.0
2019-06-01,,,,14.874,314.0,314.0
2019-07-01,,,,16.724,349.0,349.0
2019-08-01,,,,15.621,325.0,325.0
2019-09-01,,,,10.859,227.0,227.0
2019-10-01,,,,12.255,256.0,256.0
2019-11-01,,,,9.637,203.0,203.0
2019-12-01,,,,12.984,273.0,273.0
2020-01-01,,,,0.0,99.0,99.0
2020-02-01,,,,0.0,75.0,75.0
2020-03-01,,,,0.0,52.0,52.0
2020-04-01,,,,0.0,41.0,41.0
2020-05-01,,,,0.0,64.0,64.0
2020-06-01,,,,0.0,70.0,70.0
2020-07-01,,,,0.0,87.0,87.0
2020-08-01,,,,0.0,70.0,70.0
2020-09-01,,,,0.0,75.0,75.0
2020-10-01,,,,0.0,52.0,52.0
2020-11-01,,,,0.0,52.0,52.0
2020-12-01,,,,0.0,93.0,93.0
2021-01-01,,,,5.961,140.0,140.0
2021-02-01,,,,11.797,268.0,268.0
2021-03-01,,,,6.091,140.0,140.0
2021-04-01,,,,4.811,111.0,111.0
2021-05-01,,,,4.588,105.0,105.0
2021-06-01,,,,6.446,146.0,146.0
2021-07-01,,,,5.103,116.0,116.0
2021-08-01,,,,6.256,140.0,140.0
2021-09-01,,,,4.41,99.0,99.0
2021-10-01,,,,4.424,99.0,99.0
2021-11-01,,,,4.028,93.0,93.0
2021-12-01,,,,6.085,140.0,140.0
2022-01-01,,,,0.0,17.0,17.0
2022-02-01,,,,0.0,6.0,6.0
2022-03-01,,,,0.0,17.0,17.0
2022-04-01,,,,0.0,6.0,6.0
2022-05-01,,,,0.0,6.0,6.0
2022-06-01,,,,0.0,12.0,12.0
2022-07-01,,,,0.0,12.0,12.0
2022-08-01,,,,0.0,12.0,12.0
2022-09-01,,,,0.0,6.0,6.0
2022-10-01,,,,0.0,6.0,6.0
2022-11-01,,,,0.0,6.0,6.0
2022-12-01,,,,0.0,29.0,29.0
2023-01-01,,,,-67.509,262.0,262.0
2023-02-01,,,,-43.405,169.0,169.0
2023-03-01,,,,-57.388,221.0,221.0
2023-04-01,,,,-42.351,163.0,163.0
2023-05-01,,,,-48.057,186.0,186.0
2023-06-01,,,,-44.279,169.0,169.0
2023-07-01,,,,-40.68,157.0,157.0
2023-08-01,,,,-46.515,181.0,181.0
2023-09-01,,,,-38.358,146.0,146.0
2023-10-01,,,,-38.49,151.0,151.0
2023-11-01,,,,-59.239,227.0,227.0
2023-12-01,,,,-50.729,198.0,198.0
2024-01-01,,,,-159.142,567.0,567.0
2024-02-01,,,,-56.949,197.0,197.0
2024-03-01,,,,-44.956,156.0,156.0
2024-04-01,,,,-162.734,567.0,567.0
2024-05-01,,,,-92.773,324.0,324.0
2024-06-01,,,,-68.538,237.0,237.0
2024-07-01,,,,-146.482,509.0,509.0
2024-08-01,,,,-108.456,382.0,382.0
2024-09-01,,,,-49.497,174.0,174.0
2024-10-01,,,,-71.637,249.0,249.0
2024-11-01,,,,-65.154,226.0,226.0
2024-12-01,,,,-155.682,544.0,544.0
