measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2004-08-01,,,,,,,0.0,0.0,0.0,,,,26.342000000000002,483.0,483.0,9.919,0.0,0.0,0.0,0.0,0.0,,,
2004-09-01,,,,,,,0.0,0.0,0.0,,,,15.801,290.0,290.0,5.685,0.0,0.0,0.0,0.0,0.0,,,
2004-10-01,,,,,,,0.0,0.0,0.0,,,,16.196,297.0,297.0,5.975,0.0,0.0,0.0,0.0,0.0,,,
2004-11-01,,,,,,,0.0,0.0,0.0,,,,8.605,158.0,158.0,2.834,0.0,0.0,0.0,0.0,0.0,,,
2004-12-01,,,,,,,0.0,0.0,0.0,,,,9.481,174.0,174.0,3.1430000000000002,0.0,0.0,0.0,0.0,0.0,,,
2005-01-01,,,,,,,17.192,520.22,520.22,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-01,,,,,,,8.725,264.02,264.02,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-01,,,,,,,10.56,319.54,319.54,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-01,,,,,,,11.004000000000001,332.97,332.97,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-01,,,,,,,12.966000000000001,392.35,392.35,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-01,,,,,,,11.739,355.23,355.23,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-01,,,,,,,18.798000000000002,568.82,568.82,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-01,,,,,,,20.803,629.48,629.48,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-01,,,,,,,20.658,625.11,625.11,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-01,,,,,,,12.327,373.0,373.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-01,,,,,,,9.825,297.31,297.31,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-01,,,,,,,21.403000000000002,647.64,647.64,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,14.593,301.0,301.0,3.0420000000000003,0.0,0.0
2006-02-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,17.313000000000002,358.0,358.0,3.609,0.0,0.0
2006-03-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,19.747,408.0,408.0,4.117,0.0,0.0
2006-04-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,22.088,456.0,456.0,4.605,0.0,0.0
2006-05-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,25.583000000000002,528.0,528.0,5.333,0.0,0.0
2006-06-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,32.6,673.0,673.0,6.796,0.0,0.0
2006-07-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,40.985,846.0,846.0,8.544,0.0,0.0
2006-08-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,41.502,857.0,857.0,8.652000000000001,0.0,0.0
2006-09-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,28.238000000000003,583.0,583.0,5.8870000000000005,0.0,0.0
2006-10-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,25.567,528.0,528.0,5.33,0.0,0.0
2006-11-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,18.988,392.0,392.0,3.958,0.0,0.0
2006-12-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,19.794,409.0,409.0,4.126,0.0,0.0
2007-01-01,10.622,216.0,216.0,,,,,,,,,,44.388000000000005,912.0,912.0,,,,,,,0.0,0.0,0.0
2007-02-01,6.711,140.0,140.0,,,,,,,,,,76.736,1577.0,1577.0,,,,,,,0.0,0.0,0.0
2007-03-01,2.367,47.0,47.0,,,,,,,,,,53.507000000000005,1100.0,1100.0,,,,,,,0.0,0.0,0.0
2007-04-01,6.094,123.0,123.0,,,,,,,,,,61.81,1270.0,1270.0,,,,,,,0.0,0.0,0.0
2007-05-01,1.025,23.0,23.0,,,,,,,,,,79.5,1633.0,1633.0,,,,,,,0.0,0.0,0.0
2007-06-01,3.7710000000000004,76.0,76.0,,,,,,,,,,85.968,1766.0,1766.0,,,,,,,0.0,0.0,0.0
2007-07-01,0.11800000000000001,0.0,0.0,,,,,,,,,,92.494,1901.0,1901.0,,,,,,,0.0,0.0,0.0
2007-08-01,0.21200000000000002,6.0,6.0,,,,,,,,,,162.054,3330.0,3330.0,,,,,,,431.0,0.0,0.0
2007-09-01,0.07100000000000001,0.0,0.0,,,,,,,,,,113.342,2328.0,2328.0,,,,,,,0.0,0.0,0.0
2007-10-01,0.07200000000000001,0.0,0.0,,,,,,,,,,78.778,1619.0,1619.0,,,,,,,0.0,0.0,0.0
2007-11-01,0.14600000000000002,6.0,6.0,,,,,,,,,,35.259,725.0,725.0,,,,,,,0.0,0.0,0.0
2007-12-01,0.08700000000000001,0.0,0.0,,,,,,,,,,51.87,1066.0,1066.0,,,,,,,0.0,0.0,0.0
2008-01-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,30.475,599.0,599.0,0.0,0.0,0.0
2008-02-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,17.577,345.0,345.0,0.0,0.0,0.0
2008-03-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,16.606,326.0,326.0,0.0,0.0,0.0
2008-04-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,14.158000000000001,278.0,278.0,0.0,0.0,0.0
2008-05-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,15.983,314.0,314.0,0.0,0.0,0.0
2008-06-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,30.302000000000003,595.0,595.0,0.0,0.0,0.0
2008-07-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,32.007000000000005,628.0,628.0,0.0,0.0,0.0
2008-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,27.857000000000003,547.0,547.0,64.0,0.0,0.0
2008-09-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,19.238,377.0,377.0,0.0,0.0,0.0
2008-10-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,20.789,408.0,408.0,0.0,0.0,0.0
2008-11-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,18.52,364.0,364.0,10.0,0.0,0.0
2008-12-01,,,,,,,0.893,18.0,18.0,,,,,,,,,,16.595000000000002,326.0,326.0,0.0,0.0,0.0
2009-01-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-06-01,0.634,12.0,12.0,0.234,0.0,0.0,,,,,,,107.721,1998.0,1998.0,39.766000000000005,0.0,0.0,,,,,,
2010-07-01,0.9540000000000001,18.0,18.0,0.35200000000000004,0.0,0.0,,,,,,,288.897,5344.0,5344.0,106.64800000000001,0.0,0.0,,,,,,
2010-08-01,3.813,71.0,71.0,1.4080000000000001,0.0,0.0,,,,,,,1030.981,19079.0,19079.0,380.59200000000004,0.0,0.0,,,,,,
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,258.0,4418.0,4418.0,12.0,0.0,0.0,,,,,,
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2012-01-01,0.0,0.0,0.0,,,,,,,,,,159.686,3029.0,3029.0,0.0,0.0,0.0,,,,,,
2012-02-01,0.0,0.0,0.0,,,,,,,,,,162.41,3080.0,3080.0,0.0,0.0,0.0,,,,,,
2012-03-01,0.0,0.0,0.0,,,,,,,,,,163.021,3093.0,3093.0,0.0,0.0,0.0,,,,,,
2012-04-01,0.0,0.0,0.0,,,,,,,,,,161.919,3071.0,3071.0,0.0,0.0,0.0,,,,,,
2012-05-01,0.0,0.0,0.0,,,,,,,,,,201.22,3817.0,3817.0,0.0,0.0,0.0,,,,,,
2012-06-01,0.0,0.0,0.0,,,,,,,,,,215.499,4088.0,4088.0,0.0,0.0,0.0,,,,,,
2012-07-01,0.0,0.0,0.0,,,,,,,,,,221.064,4193.0,4193.0,0.0,0.0,0.0,,,,,,
2012-08-01,0.0,0.0,0.0,,,,,,,,,,196.602,3730.0,3730.0,0.0,0.0,0.0,,,,,,
2012-09-01,0.0,0.0,0.0,,,,,,,,,,144.739,2745.0,2745.0,0.0,0.0,0.0,,,,,,
2012-10-01,0.0,0.0,0.0,,,,,,,,,,132.157,2507.0,2507.0,0.0,0.0,0.0,,,,,,
2012-11-01,0.0,0.0,0.0,,,,,,,,,,118.127,2241.0,2241.0,0.0,0.0,0.0,,,,,,
2012-12-01,0.616,12.0,12.0,,,,,,,,,,133.94,2540.0,2540.0,0.0,0.0,0.0,,,,,,
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,188.0,3531.0,3531.0,20.0,0.0,0.0,,,,,,
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,59.0,59.0,0.0,0.0,0.0,,,,,,
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,110.0,2114.0,2114.0,116.0,1280.0,1280.0,,,,,,
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,127.0,2663.0,2663.0,74.0,0.0,0.0,,,,,,
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,204.0,3512.0,3512.0,122.0,0.0,0.0,,,,,,
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,117.0,2452.0,2452.0,73.0,0.0,0.0,,,,,,
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
