measured_on,Bituminous Coal-Combustion (Gas) Turbine (including jet engine design) Generation,Bituminous Coal-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Bituminous Coal-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Subbituminous Coal-Combustion (Gas) Turbine (including jet engine design) Generation,Subbituminous Coal-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Subbituminous Coal-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2004-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2005-01-01,,,,,,,0.0,0.0,0.0,1149.0,12966.72,12966.72,0.0,0.0,0.0,,,
2005-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2005-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2005-04-01,,,,,,,0.0,0.0,0.0,2220.0,26055.12,26055.12,0.0,0.0,0.0,,,
2005-05-01,,,,,,,0.0,0.0,0.0,445.0,5561.92,5561.92,0.0,0.0,0.0,,,
2005-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2005-07-01,,,,,,,0.0,0.0,0.0,1745.0,21321.04,21321.04,0.0,0.0,0.0,,,
2005-08-01,,,,,,,0.0,0.0,0.0,533.0,6582.16,6582.16,0.0,0.0,0.0,,,
2005-09-01,,,,,,,0.0,0.0,0.0,3231.0,38893.92,38893.92,0.0,0.0,0.0,,,
2005-10-01,,,,,,,0.0,0.0,0.0,1048.0,13011.44,13011.44,0.0,0.0,0.0,,,
2005-11-01,,,,,,,0.0,0.0,0.0,655.0,8433.36,8433.36,0.0,0.0,0.0,,,
2005-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2006-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2006-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2006-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2006-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2006-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2006-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2006-07-01,,,,,,,0.0,0.0,0.0,2972.0,37076.0,37076.0,2256.0,24614.0,24614.0,,,
2006-08-01,,,,,,,0.0,0.0,0.0,1863.0,22915.0,22915.0,0.0,0.0,0.0,,,
2006-09-01,,,,,,,0.0,0.0,0.0,2030.0,26105.0,26105.0,0.0,0.0,0.0,,,
2006-10-01,,,,,,,0.0,0.0,0.0,1872.0,23036.0,23036.0,0.0,0.0,0.0,,,
2006-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2006-12-01,,,,,,,0.0,0.0,0.0,409.0,4734.0,4734.0,0.0,0.0,0.0,,,
2007-01-01,,,,,,,0.0,0.0,0.0,720.0,8254.0,8254.0,0.0,0.0,0.0,,,
2007-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-05-01,,,,,,,0.0,0.0,0.0,383.0,4730.0,4730.0,0.0,0.0,0.0,,,
2007-06-01,,,,,,,0.0,0.0,0.0,1897.0,22602.0,22602.0,0.0,0.0,0.0,,,
2007-07-01,,,,,,,0.0,0.0,0.0,639.0,7992.0,7992.0,0.0,0.0,0.0,,,
2007-08-01,,,,,,,0.0,0.0,0.0,19167.0,230314.0,230314.0,0.0,0.0,0.0,,,
2007-09-01,,,,,,,0.0,0.0,0.0,2363.0,28336.0,28336.0,0.0,0.0,0.0,,,
2007-10-01,,,,,,,0.0,0.0,0.0,4925.0,59692.0,59692.0,0.0,0.0,0.0,,,
2007-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-12-01,,,,,,,0.0,0.0,0.0,329.0,3905.0,3905.0,0.0,0.0,0.0,,,
2008-01-01,,,,0.0,0.0,0.0,,,,2637.0,39505.0,39505.0,0.0,0.0,0.0,,,
2008-02-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,,,,0.0,0.0,0.0,,,,380.0,5008.0,5008.0,0.0,0.0,0.0,,,
2008-05-01,,,,0.0,0.0,0.0,,,,348.0,4332.0,4332.0,0.0,0.0,0.0,,,
2008-06-01,,,,0.0,0.0,0.0,,,,265.0,3816.0,3816.0,0.0,0.0,0.0,,,
2008-07-01,,,,0.0,0.0,0.0,,,,2051.0,24709.0,24709.0,0.0,0.0,0.0,,,
2008-08-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2008-09-01,,,,0.0,0.0,0.0,,,,61016.0,741860.0,741860.0,0.0,0.0,0.0,,,
2008-10-01,,,,0.0,0.0,0.0,,,,275.0,3264.0,3264.0,0.0,0.0,0.0,,,
2008-11-01,,,,0.0,0.0,0.0,,,,1010.0,12761.0,12761.0,0.0,0.0,0.0,,,
2008-12-01,,,,0.0,0.0,0.0,,,,394.0,4987.0,4987.0,0.0,0.0,0.0,,,
2009-01-01,,,,0.0,0.0,0.0,,,,2243.0,24633.0,24633.0,0.0,0.0,0.0,,,
2009-02-01,,,,0.0,0.0,0.0,,,,2654.0,33698.0,33698.0,0.0,0.0,0.0,,,
2009-03-01,,,,0.0,0.0,0.0,,,,2488.0,38874.0,38874.0,0.0,0.0,0.0,,,
2009-04-01,,,,0.0,0.0,0.0,,,,830.0,11836.0,11836.0,0.0,0.0,0.0,,,
2009-05-01,,,,0.0,0.0,0.0,,,,2458.0,32761.0,32761.0,0.0,0.0,0.0,,,
2009-06-01,,,,0.0,0.0,0.0,,,,10194.0,134094.0,134094.0,0.0,0.0,0.0,,,
2009-07-01,,,,0.0,0.0,0.0,,,,1090.0,15755.0,15755.0,0.0,0.0,0.0,,,
2009-08-01,,,,0.0,0.0,0.0,,,,3888.0,53087.0,53087.0,0.0,0.0,0.0,,,
2009-09-01,,,,0.0,0.0,0.0,,,,36915.0,454291.0,454291.0,10053.0,127269.0,127269.0,,,
2009-10-01,,,,,,,0.0,0.0,0.0,1307.0,15618.0,15618.0,4069.0,43052.0,43052.0,,,
2009-11-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-12-01,,,,0.0,0.0,0.0,,,,829.0,9296.0,9296.0,0.0,0.0,0.0,,,
2010-01-01,,,,0.0,0.0,0.0,,,,9037.0,102749.0,102749.0,6357.0,87188.0,87188.0,,,
2010-02-01,,,,,,,0.0,0.0,0.0,677.0,8832.0,8832.0,901.0,12088.0,12088.0,,,
2010-03-01,,,,0.0,0.0,0.0,,,,150.0,1871.0,1871.0,0.0,0.0,0.0,,,
2010-04-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-05-01,,,,0.0,0.0,0.0,,,,3866.0,44911.0,44911.0,0.0,0.0,0.0,,,
2010-06-01,,,,0.0,0.0,0.0,,,,2403.0,31945.0,31945.0,0.0,0.0,0.0,,,
2010-07-01,,,,0.0,0.0,0.0,,,,11183.0,141477.0,141477.0,0.0,0.0,0.0,,,
2010-08-01,,,,0.0,0.0,0.0,,,,18261.0,221413.0,221413.0,0.0,0.0,0.0,,,
2010-09-01,,,,0.0,0.0,0.0,,,,3880.0,49493.0,49493.0,0.0,0.0,0.0,,,
2010-10-01,,,,0.0,0.0,0.0,,,,642.0,8573.0,8573.0,0.0,0.0,0.0,,,
2010-11-01,,,,0.0,0.0,0.0,,,,601.0,6957.0,6957.0,0.0,0.0,0.0,,,
2010-12-01,,,,0.0,0.0,0.0,,,,2999.0,37456.0,37456.0,0.0,0.0,0.0,,,
2011-01-01,,,,0.0,0.0,0.0,,,,7014.0,81462.0,81462.0,0.0,0.0,0.0,,,
2011-02-01,,,,0.0,0.0,0.0,,,,55099.0,613797.0,613797.0,0.0,0.0,0.0,,,
2011-03-01,,,,0.0,0.0,0.0,,,,1096.0,12921.0,12921.0,0.0,0.0,0.0,,,
2011-04-01,,,,0.0,0.0,0.0,,,,8368.0,103849.0,103849.0,730.0,8842.0,8842.0,,,
2011-05-01,,,,0.0,0.0,0.0,,,,6511.0,79603.0,79603.0,0.0,0.0,0.0,,,
2011-06-01,,,,0.0,0.0,0.0,,,,4079.0,52049.0,52049.0,0.0,0.0,0.0,,,
2011-07-01,,,,0.0,0.0,0.0,,,,7367.0,91257.0,91257.0,0.0,0.0,0.0,,,
2011-08-01,,,,0.0,0.0,0.0,,,,10999.0,138218.0,138218.0,0.0,0.0,0.0,,,
2011-09-01,,,,0.0,0.0,0.0,,,,3482.0,45532.0,45532.0,0.0,0.0,0.0,,,
2011-10-01,,,,0.0,0.0,0.0,,,,1450.0,18728.0,18728.0,0.0,0.0,0.0,,,
2011-11-01,,,,0.0,0.0,0.0,,,,785.0,9802.0,9802.0,0.0,0.0,0.0,,,
2011-12-01,,,,0.0,0.0,0.0,,,,1114.0,14869.0,14869.0,0.0,0.0,0.0,,,
2012-01-01,,,,0.0,0.0,0.0,,,,2400.0,30244.0,30244.0,0.0,0.0,0.0,,,
2012-02-01,,,,0.0,0.0,0.0,,,,2611.0,33094.0,33094.0,0.0,0.0,0.0,,,
2012-03-01,,,,0.0,0.0,0.0,,,,3192.0,40954.0,40954.0,0.0,0.0,0.0,,,
2012-04-01,,,,0.0,0.0,0.0,,,,25635.0,316027.0,316027.0,0.0,0.0,0.0,,,
2012-05-01,,,,0.0,0.0,0.0,,,,35961.0,445432.0,445432.0,0.0,0.0,0.0,,,
2012-06-01,,,,0.0,0.0,0.0,,,,17858.0,223942.0,223942.0,0.0,0.0,0.0,,,
2012-07-01,,,,0.0,0.0,0.0,,,,5510.0,71361.0,71361.0,0.0,0.0,0.0,,,
2012-08-01,,,,0.0,0.0,0.0,,,,4878.0,64163.0,64163.0,0.0,0.0,0.0,,,
2012-09-01,,,,0.0,0.0,0.0,,,,7382.0,96249.0,96249.0,0.0,0.0,0.0,,,
2012-10-01,,,,0.0,0.0,0.0,,,,1594.0,20780.0,20780.0,0.0,0.0,0.0,,,
2012-11-01,,,,0.0,0.0,0.0,,,,81.0,1204.0,1204.0,0.0,0.0,0.0,,,
2012-12-01,,,,0.0,0.0,0.0,,,,488.0,6191.0,6191.0,0.0,0.0,0.0,,,
2013-01-01,,,,0.0,0.0,0.0,,,,733.0,9308.0,9308.0,0.0,0.0,0.0,,,
2013-02-01,,,,0.0,0.0,0.0,,,,268.0,3371.0,3371.0,0.0,0.0,0.0,,,
2013-03-01,,,,0.0,0.0,0.0,,,,1248.0,16205.0,16205.0,0.0,0.0,0.0,,,
2013-04-01,,,,0.0,0.0,0.0,,,,416.0,5599.0,5599.0,307.0,4228.0,4228.0,,,
2013-05-01,,,,0.0,0.0,0.0,,,,497.0,6900.0,6900.0,0.0,0.0,0.0,,,
2013-06-01,,,,0.0,0.0,0.0,,,,14288.0,181640.0,181640.0,9814.0,77894.0,77894.0,,,
2013-07-01,,,,0.0,0.0,0.0,,,,1764.0,22272.0,22272.0,0.0,0.0,0.0,,,
2013-08-01,,,,0.0,0.0,0.0,,,,1167.0,15601.0,15601.0,0.0,0.0,0.0,,,
2013-09-01,,,,0.0,0.0,0.0,,,,1962.0,26024.0,26024.0,0.0,0.0,0.0,,,
2013-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,552.0,28730.0,28730.0,,,
2013-11-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2282.0,26700.0,26700.0,,,
2014-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,17288.0,209548.0,209548.0,,,
2014-02-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-03-01,,,,0.0,0.0,0.0,,,,1896.0,24045.0,24045.0,526.0,6734.0,6734.0,,,
2014-04-01,,,,0.0,0.0,0.0,,,,3746.0,47435.0,47435.0,0.0,0.0,0.0,,,
2014-05-01,,,,0.0,0.0,0.0,,,,4769.0,60506.0,60506.0,3268.0,43149.0,43149.0,,,
2014-06-01,,,,0.0,0.0,0.0,,,,596.0,7292.0,7292.0,0.0,0.0,0.0,,,
2014-07-01,,,,0.0,0.0,0.0,,,,88.0,1271.0,1271.0,0.0,0.0,0.0,,,
2014-08-01,,,,0.0,0.0,0.0,,,,4069.0,52002.0,52002.0,0.0,0.0,0.0,,,
2014-09-01,,,,0.0,0.0,0.0,,,,788.0,10253.0,10253.0,0.0,0.0,0.0,,,
2014-10-01,,,,0.0,0.0,0.0,,,,2235.0,27945.0,27945.0,0.0,0.0,0.0,,,
2014-11-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-12-01,,,,0.0,0.0,0.0,,,,91.0,1326.0,1326.0,0.0,0.0,0.0,,,
2015-01-01,,,,0.0,0.0,0.0,,,,1927.0,24197.0,24197.0,0.0,0.0,0.0,,,
2015-02-01,,,,0.0,0.0,0.0,,,,1987.0,25509.0,25509.0,0.0,0.0,0.0,,,
2015-03-01,,,,0.0,0.0,0.0,,,,15093.0,184059.0,184059.0,0.0,0.0,0.0,,,
2015-04-01,,,,0.0,0.0,0.0,,,,1023.0,12757.0,12757.0,0.0,0.0,0.0,,,
2015-05-01,,,,0.0,0.0,0.0,,,,2200.0,27858.0,27858.0,0.0,0.0,0.0,,,
2015-06-01,,,,0.0,0.0,0.0,,,,9570.0,117643.0,117643.0,0.0,0.0,0.0,,,
2015-07-01,,,,0.0,0.0,0.0,,,,3404.0,43768.0,43768.0,0.0,0.0,0.0,,,
2015-08-01,,,,,,,0.0,0.0,0.0,821.0,10012.0,10012.0,869.0,11708.0,11708.0,,,
2015-09-01,,,,0.0,0.0,0.0,,,,4544.0,57594.0,57594.0,0.0,0.0,0.0,,,
2015-10-01,,,,0.0,0.0,0.0,,,,1990.0,26235.0,26235.0,0.0,0.0,0.0,,,
2015-11-01,,,,0.0,0.0,0.0,,,,2445.0,30558.0,30558.0,0.0,0.0,0.0,,,
2015-12-01,,,,,,,0.0,0.0,0.0,1655.0,20652.0,20652.0,5225.0,67132.0,67132.0,,,
2016-01-01,,,,0.0,0.0,0.0,,,,2921.0,35936.0,35936.0,0.0,0.0,0.0,,,
2016-02-01,,,,0.0,0.0,0.0,,,,2183.0,26350.0,26350.0,0.0,0.0,0.0,,,
2016-03-01,,,,0.0,0.0,0.0,,,,253.0,3230.0,3230.0,0.0,0.0,0.0,,,
2016-04-01,,,,0.0,0.0,0.0,,,,3705.0,45062.0,45062.0,0.0,0.0,0.0,,,
2016-05-01,,,,0.0,0.0,0.0,,,,1596.0,19888.0,19888.0,0.0,0.0,0.0,,,
2016-06-01,,,,0.0,0.0,0.0,,,,15046.0,183837.0,183837.0,0.0,0.0,0.0,,,
2016-07-01,,,,,,,0.0,0.0,0.0,3702.0,46572.0,46572.0,13593.0,725416.0,725416.0,,,
2016-08-01,,,,,,,0.0,0.0,0.0,649.0,8571.0,8571.0,3104.0,39454.0,39454.0,,,
2016-09-01,,,,0.0,0.0,0.0,,,,4464.0,56568.0,56568.0,511.0,5194.0,5194.0,,,
2016-10-01,,,,0.0,0.0,0.0,,,,5671.0,73560.0,73560.0,3454.0,36241.0,36241.0,,,
2016-11-01,,,,0.0,0.0,0.0,,,,3.0,239.0,239.0,0.0,0.0,0.0,,,
2016-12-01,,,,,,,0.0,0.0,0.0,1896.0,23858.0,23858.0,8679.0,107686.0,107686.0,,,
2017-01-01,,,,,,,0.0,0.0,0.0,3227.744,41854.0,41854.0,3347.0,44117.0,44117.0,,,
2017-02-01,,,,,,,0.0,0.0,0.0,3069.005,39796.0,39796.0,4725.0,67722.0,67722.0,,,
2017-03-01,,,,0.0,0.0,0.0,,,,3456.121,44816.0,44816.0,1330.0,17930.0,17930.0,,,
2017-04-01,,,,,,,0.0,0.0,0.0,3663.131,47500.0,47500.0,11576.0,145963.0,145963.0,,,
2017-05-01,,,,0.0,0.0,0.0,,,,3869.527,50176.0,50176.0,2974.0,37626.0,37626.0,,,
2017-06-01,,,,0.0,0.0,0.0,,,,3980.082,51610.0,51610.0,1524.0,20173.0,20173.0,,,
2017-07-01,,,,,,,0.0,0.0,0.0,4319.034,56005.0,56005.0,5013.0,64568.0,64568.0,,,
2017-08-01,,,,0.0,0.0,0.0,,,,4079.395,52898.0,52898.0,3786.0,48294.0,48294.0,,,
2017-09-01,,,,,,,0.0,0.0,0.0,3790.856,49157.0,49157.0,11063.0,135614.0,135614.0,,,
2017-10-01,,,,,,,0.0,0.0,0.0,3705.546,48050.0,48050.0,7910.0,99760.0,99760.0,,,
2017-11-01,,,,0.0,0.0,0.0,,,,3032.469,39322.0,39322.0,0.0,0.0,0.0,,,
2017-12-01,,,,0.0,0.0,0.0,,,,3676.09,47668.0,47668.0,0.0,0.0,0.0,,,
2018-01-01,,,,,,,0.0,0.0,0.0,6073.421,77099.0,77099.0,6060.0,75138.0,75138.0,,,
2018-02-01,,,,,,,,,,4966.094,63042.0,63042.0,487.0,6516.0,6516.0,,,
2018-03-01,,,,,,,,,,4735.831,60118.0,60118.0,0.0,0.0,0.0,,,
2018-04-01,,,,,,,,,,5140.276,65253.0,65253.0,0.0,0.0,0.0,,,
2018-05-01,,,,,,,,,,5841.66,74156.0,74156.0,5004.0,66316.0,66316.0,,,
2018-06-01,,,,,,,,,,6348.537,80591.0,80591.0,19714.0,247307.0,247307.0,,,
2018-07-01,,,,,,,,,,7085.08,89941.0,89941.0,775.0,10069.0,10069.0,,,
2018-08-01,,,,,,,,,,6689.404,84918.0,84918.0,14087.0,180651.0,180651.0,,,
2018-09-01,,,,,,,,,,6271.479,79613.0,79613.0,4.0,809.0,809.0,,,
2018-10-01,,,,,,,,,,6150.143,78073.0,78073.0,17031.0,212238.0,212238.0,,,
2018-11-01,,,,,,,,,,4638.582,58884.0,58884.0,10431.0,124753.0,124753.0,,,
2018-12-01,,,,,,,,,,4744.493,60228.0,60228.0,3782.0,49097.0,49097.0,,,
2019-01-01,,,,,,,,,,3909.411,49793.0,49793.0,19519.0,247166.0,247166.0,,,
2019-02-01,,,,,,,,,,3143.747,40042.0,40042.0,1009.0,12524.0,12524.0,,,
2019-03-01,,,,,,,,,,3566.335,45425.0,45425.0,7054.0,86847.0,86847.0,,,
2019-04-01,,,,,,,,,,4129.004,52592.0,52592.0,10053.0,122802.0,122802.0,,,
2019-05-01,,,,,,,,,,4475.613,57007.0,57007.0,18679.0,227062.0,227062.0,,,
2019-06-01,,,,,,,,,,4764.858,60691.0,60691.0,3994.0,51046.0,51046.0,,,
2019-07-01,,,,,,,,,,5022.332,63970.0,63970.0,0.0,0.0,0.0,,,
2019-08-01,,,,,,,,,,5057.42,64418.0,64418.0,6962.0,84202.0,84202.0,,,
2019-09-01,,,,,,,,,,4429.562,56420.0,56420.0,6385.0,79548.0,79548.0,,,
2019-10-01,,,,,,,,,,3810.199,48532.0,48532.0,7858.0,94708.0,94708.0,,,
2019-11-01,,,,,,,,,,3444.678,43876.0,43876.0,0.0,0.0,0.0,,,
2019-12-01,,,,,,,,,,3499.841,44579.0,44579.0,0.0,488.0,488.0,,,
2020-01-01,,,,,,,,,,1121.379,14843.0,14843.0,0.0,0.0,0.0,,,
2020-02-01,,,,,,,,,,1115.499,14766.0,14766.0,0.0,0.0,0.0,,,
2020-03-01,,,,,,,,,,1171.195,15503.0,15503.0,847.0,10532.0,10532.0,,,
2020-04-01,,,,,,,,,,1076.919,14255.0,14255.0,6196.0,77747.0,77747.0,,,
2020-05-01,,,,,,,,,,1129.387,14950.0,14950.0,1115.0,14321.0,14321.0,,,
2020-06-01,,,,,,,,,,1246.932,16506.0,16506.0,8026.0,99933.0,99933.0,,,
2020-07-01,,,,,,,,,,1454.259,19249.0,19249.0,6148.0,76694.0,76694.0,,,
2020-08-01,,,,,,,,,,1318.587,17454.0,17454.0,13484.0,170061.0,170061.0,,,
2020-09-01,,,,,,,,,,1107.833,14664.0,14664.0,2153.0,27616.0,27616.0,,,
2020-10-01,,,,,,,,,,1195.114,15819.0,15819.0,840.0,11030.0,11030.0,,,
2020-11-01,,,,,,,,,,1116.889,14784.0,14784.0,0.0,252.0,252.0,,,
2020-12-01,,,,,,,,,,1172.007,15514.0,15514.0,1308.0,15983.0,15983.0,,,
2021-01-01,,,,,,,,,,3617.094,46950.0,46950.0,0.0,0.0,0.0,,,
2021-02-01,,,,,,,,,,3313.334,43006.0,43006.0,8906.0,108618.0,108618.0,,,
2021-03-01,,,,,,,,,,3292.053,42730.0,42730.0,1971.0,25272.0,25272.0,,,
2021-04-01,,,,,,,,,,3270.01,42443.0,42443.0,0.0,0.0,0.0,,,
2021-05-01,,,,,,,,,,3630.377,47121.0,47121.0,0.0,0.0,0.0,,,
2021-06-01,,,,,,,,,,4249.0,55151.0,55151.0,4664.0,59735.0,59735.0,,,
2021-07-01,,,,,,,,,,4691.14,60890.0,60890.0,2187.0,29018.0,29018.0,,,
2021-08-01,,,,,,,,,,4472.207,58048.0,58048.0,6274.0,80561.0,80561.0,,,
2021-09-01,,,,,,,,,,2985.258,38747.0,38747.0,0.0,0.0,0.0,,,
2021-10-01,,,,,,,,,,3933.199,51052.0,51052.0,1461.0,19672.0,19672.0,,,
2021-11-01,,,,,,,,,,3397.738,44102.0,44102.0,0.0,0.0,0.0,,,
2021-12-01,,,,,,,,,,3344.59,43412.0,43412.0,2498.0,31089.0,31089.0,,,
2022-01-01,,,,,,,,,,7603.923,98941.0,98941.0,725.0,9441.0,9441.0,,,
2022-02-01,,,,,,,,,,6345.468,82565.0,82565.0,697.0,8919.0,8919.0,,,
2022-03-01,,,,,,,,,,6070.184,78984.0,78984.0,0.0,0.0,0.0,,,
2022-04-01,,,,,,,,,,6818.487,88720.0,88720.0,0.0,0.0,0.0,,,
2022-05-01,,,,,,,,,,7841.092,102026.0,102026.0,6779.0,84689.0,84689.0,,,
2022-06-01,,,,,,,,,,8483.535,110385.0,110385.0,16709.0,210754.0,210754.0,,,
2022-07-01,,,,,,,,,,9496.045,123560.0,123560.0,18775.0,237664.0,237664.0,,,
